C,Paso,Key,Issue Type,Status,Priority,Summary,Description,Reporter,Assignee,Fecha del d¡a,Fecha de creaci¢n (Created),Fecha de inicio,D¡as Transcurridos al d¡a,Fecha prometida  vs NS,Fecha prometida   (Due Date),D¡as retraso vs Fecha prometida NS,D¡as retraso vs Fecha prometida (Due Date),D¡as en Diagn¢stico,Fecha de cierre (Resolved),Cumpli¢ NS,Cumpli¢ FP,D¡as efectivos,Labels,Nivel de servicio,Fecha reincidencia 1,Fecha reincidencia 2,Fecha reincidencia 3,Fecha reincidencia 4,Sow3,Fecha autorizaci¢n,D¡as en Autorizaci¢n
,Br3,BXMPRJ-1127,Enhancement,In Progress,Medium,Diferencias de Cupones en emisoras de Capitales,"Se revis¢ el reporte CORDR101 y se observa lo siguiente: 

1. los cupones de 7 emisoras no coinciden entre TAS y Fiable 

2. En TAS hace la falta identificar 7 emisoras con la marca de SIC 

3. El paquete con folio 4169 en fiable se tiene asignado al promotor Azucena Gudi¤o y en TAS est  asignado al promotor Monica Su rez 

Se anexa detalle 
",Cesar Guzm n,Edgar Richter,16/02/2015,16/01/2015,02/02/2015,16,07/02/2015,,0,Sin Fecha,31,06/02/2015,Cumpli¢,Sin Fecha,21,CICLO4,5,,,,,,,
1,Br3,BXMPRJ-1117,Enhancement,In Progress,Medium,REPORTE DIARIO DE OPERACIONES CONSOLIDADO,"Se requiere la generaci¢n de un reporte diario de operaciones que consolide las operaciones de todas las mesas de dinero existentes (11255, 11322, 11332, 9060 y 9065), cabe mencionar que en caso de que se lleve a cabo la creaci¢n de nuevas mesas deberan incluirse en este reporte. 
",Erick V zquez,Ivan Torres,16/02/2015,14/01/2015,02/02/2015,18,07/02/2015,,9,Sin Fecha,33,,No Cumpli¢,Sin Fecha,33,CICLO4,5,,,,,,,
1,Br2,BXMPRJ-1113,Enhancement,Open,Medium,Complemento del reporte Cargos y abonos especiales a clientes (JCAEW100),"El informe ya existe en TAS y se requiere complementar con los siguientes campos: 

Clave promotor: Se refiere a la clave del promotor que tiene asignada la cuenta. 

Nombre del Promotor: Se refiere al nombre del promotor que tiene asignada la cuenta. 

Regional: Se refiere a la regional a la que pertenece el promotor que tiene asignada la cuenta 

Tipo de contrato: Discrecional o No discrecional. 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 

Comisi¢n por Servicios Inversi¢n: Debido a que el reporte contiene diversos cargos y abonos, se solicita identificar las comisiones que se le cobran a los clientes en la prestaci¢n de 

Servicios de Inversi¢n. Las opciones son ""S¡"" o ""No"". 

Empleado: Se deber  identificar si el cliente es empleado de la Casa de Bolsa, Las opciones son ""S¡"" o ""No "" 

% Cobro: En el caso de que las comisiones se cobren bajo un porcentaje deber  indicarse en esta columna . 
",Cesar Guzm n,Sergio Rangel,16/02/2015,14/01/2015,16/02/2015,33,21/02/2015,,-4,Sin Fecha,33,,No Cumpli¢,Sin Fecha,33,CICLO4,5,,,,,,,
,Br2,BXMPRJ-1113,Enhancement,Investigating,Medium,Complemento del reporte Cargos y abonos especiales a clientes (JCAEW100),"El informe ya existe en TAS y se requiere complementar con los siguientes campos: 

Clave promotor: Se refiere a la clave del promotor que tiene asignada la cuenta. 

Nombre del Promotor: Se refiere al nombre del promotor que tiene asignada la cuenta. 

Regional: Se refiere a la regional a la que pertenece el promotor que tiene asignada la cuenta 

Tipo de contrato: Discrecional o No discrecional. 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 

Comisi¢n por Servicios Inversi¢n: Debido a que el reporte contiene diversos cargos y abonos, se solicita identificar las comisiones que se le cobran a los clientes en la prestaci¢n de 

Servicios de Inversi¢n. Las opciones son ""S¡"" o ""No"". 

Empleado: Se deber  identificar si el cliente es empleado de la Casa de Bolsa, Las opciones son ""S¡"" o ""No "" 

% Cobro: En el caso de que las comisiones se cobren bajo un porcentaje deber  indicarse en esta columna . 
",Cesar Guzm n,Isela Mart¡nez,16/02/2015,14/01/2015,10/02/2015,27,15/02/2015,,1,Sin Fecha,33,16/02/2015,No Cumpli¢,Sin Fecha,33,CICLO4,5,,,,,,,
,Br2,BXMPRJ-1113,Enhancement,Investigating,Medium,Complemento del reporte Cargos y abonos especiales a clientes (JCAEW100),"El informe ya existe en TAS y se requiere complementar con los siguientes campos: 

Clave promotor: Se refiere a la clave del promotor que tiene asignada la cuenta. 

Nombre del Promotor: Se refiere al nombre del promotor que tiene asignada la cuenta. 

Regional: Se refiere a la regional a la que pertenece el promotor que tiene asignada la cuenta 

Tipo de contrato: Discrecional o No discrecional. 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 

Comisi¢n por Servicios Inversi¢n: Debido a que el reporte contiene diversos cargos y abonos, se solicita identificar las comisiones que se le cobran a los clientes en la prestaci¢n de 

Servicios de Inversi¢n. Las opciones son ""S¡"" o ""No"". 

Empleado: Se deber  identificar si el cliente es empleado de la Casa de Bolsa, Las opciones son ""S¡"" o ""No "" 

% Cobro: En el caso de que las comisiones se cobren bajo un porcentaje deber  indicarse en esta columna . 
",Cesar Guzm n,Cesar Guzm n,16/02/2015,14/01/2015,05/02/2015,22,10/02/2015,,0,Sin Fecha,33,10/02/2015,Cumpli¢,Sin Fecha,27,CICLO4,5,,,,,,,
,Br2,BXMPRJ-1113,Enhancement,Investigating,Medium,Complemento del reporte Cargos y abonos especiales a clientes (JCAEW100),"El informe ya existe en TAS y se requiere complementar con los siguientes campos: 

Clave promotor: Se refiere a la clave del promotor que tiene asignada la cuenta. 

Nombre del Promotor: Se refiere al nombre del promotor que tiene asignada la cuenta. 

Regional: Se refiere a la regional a la que pertenece el promotor que tiene asignada la cuenta 

Tipo de contrato: Discrecional o No discrecional. 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 

Comisi¢n por Servicios Inversi¢n: Debido a que el reporte contiene diversos cargos y abonos, se solicita identificar las comisiones que se le cobran a los clientes en la prestaci¢n de 

Servicios de Inversi¢n. Las opciones son ""S¡"" o ""No"". 

Empleado: Se deber  identificar si el cliente es empleado de la Casa de Bolsa, Las opciones son ""S¡"" o ""No "" 

% Cobro: En el caso de que las comisiones se cobren bajo un porcentaje deber  indicarse en esta columna . 
",Cesar Guzm n,Salvador Garc¡a,16/02/2015,14/01/2015,02/02/2015,18,07/02/2015,,-1,Sin Fecha,33,05/02/2015,Cumpli¢,Sin Fecha,22,CICLO4,5,,,,,,,
1,Br2,BXMPRJ-1112,Enhancement,Failed Test,Medium,Complemento del Rep. De reportos vigentes (DREPW110),"Reporte que existe en Tas, se requiere complementar con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Tipo de Valor: Se refiere al tipo de valor seg£n el cat logo de emisoras registradas en TAS 

Servicio: Se refiera al servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 

MGA: Se refiere al MGA del cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Salvador Garc¡a,16/02/2015,14/01/2015,13/02/2015,30,18/02/2015,05/02/2015,-1,11,33,,No Cumpli¢,No Cumpli¢,33,CICLO4,5,,,,,,,
,Br2,BXMPRJ-1112,Enhancement,In Progress,Medium,Complemento del Rep. De reportos vigentes (DREPW110),"Reporte que existe en Tas, se requiere complementar con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Tipo de Valor: Se refiere al tipo de valor seg£n el cat logo de emisoras registradas en TAS 

Servicio: Se refiera al servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 

MGA: Se refiere al MGA del cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Cesar Guzm n,16/02/2015,14/01/2015,04/02/2015,21,09/02/2015,05/02/2015,4,8,33,13/02/2015,No Cumpli¢,No Cumpli¢,30,CICLO4,5,,,,,,,
,Br2,BXMPRJ-1112,Enhancement,Investigating,Medium,Complemento del Rep. De reportos vigentes (DREPW110),"Reporte que existe en Tas, se requiere complementar con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Tipo de Valor: Se refiere al tipo de valor seg£n el cat logo de emisoras registradas en TAS 

Servicio: Se refiera al servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 

MGA: Se refiere al MGA del cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Salvador Garc¡a,16/02/2015,14/01/2015,02/02/2015,18,07/02/2015,05/02/2015,3,5,33,10/02/2015,No Cumpli¢,No Cumpli¢,27,CICLO4,5,,,,,,,
,B3,BXMPRJ-1111,Enhancement,In Progress,Medium,Complemento del Listado de ¢rdenes de Mesa de Dinero (DORDL001),"El informe ya existe en TAS y se requiere complementar con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Servicio: Es el servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 

MGA: Se refiere al MGA del cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Gerardo Gomez,16/02/2015,14/01/2015,03/02/2015,19,08/02/2015,,-3,Sin Fecha,33,04/02/2015,Cumpli¢,Sin Fecha,21,CICLO4,5,,,,,,,
c,B3,BXMPRJ-1111,Enhancement,Closed,Medium,Complemento del Listado de ¢rdenes de Mesa de Dinero (DORDL001),"El informe ya existe en TAS y se requiere complementar con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Servicio: Es el servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 

MGA: Se refiere al MGA del cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Salvador Garc¡a,16/02/2015,14/01/2015,04/02/2015,21,09/02/2015,,3,Sin Fecha,33,13/02/2015,No Cumpli¢,Sin Fecha,30,CICLO4,5,,,,,,,
,Br2,BXMPRJ-1110,Enhancement,Investigating,Medium,Complemento del Rep. Valuaci¢n ordenes x Asignar (DORDW230),"Reporte existente en Tas, se requiere complementar con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Tipo de Valor: Se refiere al tipo de valor seg£n el cat logo de emisoras registradas en el mismo sistema TAS 

Servicio: Servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Es el perfil de inversi¢n del cliente. 

MGA: Se refiere al MGA del cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Salvador Garc¡a,16/02/2015,14/01/2015,30/01/2015,15,04/02/2015,,0,Sin Fecha,33,04/02/2015,Cumpli¢,Sin Fecha,21,CICLO4,5,,,,,,,
1,Br2,BXMPRJ-1110,Enhancement,In Progress,Medium,Complemento del Rep. Valuaci¢n ordenes x Asignar (DORDW230),"Reporte existente en Tas, se requiere complementar con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Tipo de Valor: Se refiere al tipo de valor seg£n el cat logo de emisoras registradas en el mismo sistema TAS 

Servicio: Servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Es el perfil de inversi¢n del cliente. 

MGA: Se refiere al MGA del cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Cesar Guzm n,16/02/2015,14/01/2015,05/02/2015,21,10/02/2015,,6,Sin Fecha,33,,No Cumpli¢,Sin Fecha,33,"CICLO4, PruebasD4",5,,,,,,,
c,Br2,BXMPRJ-1109,Enhancement,Closed,Medium,Complemento del Rep. Diario de operaci¢n (DOPEW100),"Este reporte ya existe en Tas y solo se requiere complementar con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Servicio: Se refiera al servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 

MGA: Se refiere al MGA del cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Cesar Guzm n,16/02/2015,14/01/2015,09/02/2015,26,14/02/2015,06/02/2015,0,7,33,13/02/2015,Cumpli¢,No Cumpli¢,30,CICLO4,5,,,,,,,
,Br2,BXMPRJ-1109,Enhancement,Investigating,Medium,Complemento del Rep. Diario de operaci¢n (DOPEW100),"Este reporte ya existe en Tas y solo se requiere complementar con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Servicio: Se refiera al servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente. 

MGA: Se refiere al MGA del cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Gerardo Gomez,16/02/2015,14/01/2015,03/02/2015,20,08/02/2015,09/02/2015,8,7,33,,No Cumpli¢,No Cumpli¢,33,CICLO4,5,,,,,,,
c,Q2,BXMPRJ-1108,Enhancement,Closed,Medium,Complemento del Rep. De Operaciones (FOPEW100),"El reporte que se detalla ya existe en el sistema TAS, se solicita adicionar el mismo reporte con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Clave promotor: Clave del promotor que tiene asignada la cuenta. 

Nombre del Promotor: Nombre del promotor que tiene asignada la cuenta. 

Regional: Es la Regional a la que pertenece el promotor que tiene asignada la cuenta 

Servicio: Es el servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Es el perfil de inversi¢n del cliente. 

MGA: Es la clave del MGA del cliente, depende del perfil del mismo cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Cesar Guzm n,16/02/2015,14/01/2015,03/02/2015,20,08/02/2015,,8,Sin Fecha,33,16/02/2015,No Cumpli¢,Sin Fecha,33,CICLO4,5,,,,,,,
,Br2,BXMPRJ-1108,Enhancement,In Progress,Medium,Complemento del Rep. De Operaciones (FOPEW100),"El reporte que se detalla ya existe en el sistema TAS, se solicita adicionar el mismo reporte con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Clave promotor: Clave del promotor que tiene asignada la cuenta. 

Nombre del Promotor: Nombre del promotor que tiene asignada la cuenta. 

Regional: Es la Regional a la que pertenece el promotor que tiene asignada la cuenta 

Servicio: Es el servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Es el perfil de inversi¢n del cliente. 

MGA: Es la clave del MGA del cliente, depende del perfil del mismo cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Cesar Guzm n,16/02/2015,14/01/2015,16/02/2015,33,21/02/2015,,-4,Sin Fecha,33,,No Cumpli¢,Sin Fecha,33,CICLO4,5,,,,,,,
,Br2,BXMPRJ-1108,Enhancement,In Progress,Medium,Complemento del Rep. De Operaciones (FOPEW100),"El reporte que se detalla ya existe en el sistema TAS, se solicita adicionar el mismo reporte con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Clave promotor: Clave del promotor que tiene asignada la cuenta. 

Nombre del Promotor: Nombre del promotor que tiene asignada la cuenta. 

Regional: Es la Regional a la que pertenece el promotor que tiene asignada la cuenta 

Servicio: Es el servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Es el perfil de inversi¢n del cliente. 

MGA: Es la clave del MGA del cliente, depende del perfil del mismo cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Salvador Garc¡a,16/02/2015,14/01/2015,09/02/2015,26,14/02/2015,,2,Sin Fecha,33,16/02/2015,No Cumpli¢,Sin Fecha,33,CICLO4,5,,,,,,,
,Br2,BXMPRJ-1108,Enhancement,Investigating,Medium,Complemento del Rep. De Operaciones (FOPEW100),"El reporte que se detalla ya existe en el sistema TAS, se solicita adicionar el mismo reporte con los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Clave promotor: Clave del promotor que tiene asignada la cuenta. 

Nombre del Promotor: Nombre del promotor que tiene asignada la cuenta. 

Regional: Es la Regional a la que pertenece el promotor que tiene asignada la cuenta 

Servicio: Es el servicio por el cual se realiz¢ la operaci¢n. 

Perfil de Inversi¢n: Es el perfil de inversi¢n del cliente. 

MGA: Es la clave del MGA del cliente, depende del perfil del mismo cliente. 

Sofisticado: Se refiere a si el cliente tiene la marca de cliente sofisticado, las opciones son ""S¡"" ""No"". 

Institucional: Se refiere a si el cliente tiene la marca de Inversionista Institucional, las opciones son ""S¡"" ""No"". 

Asesor: Se refiere al nombre del Asesor Independiente en el caso de que el cliente tenga contratado a alguno. 
",Cesar Guzm n,Salvador Garc¡a,16/02/2015,14/01/2015,03/02/2015,20,08/02/2015,,1,Sin Fecha,33,09/02/2015,No Cumpli¢,Sin Fecha,26,CICLO4,5,,,,,,,
1,Br2,BXMPRJ-1107,Enhancement,Delivered,Medium,Complemeto del reporte Aplicaci¢n de Traspasos GTRAL001,"El reporte que se detalla ya existe en el sistema TAS, se solicita adicionar en el mismo reporte los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Servicios: Se refiere a todos los servicios de inversi¢n que el cliente tiene contratados con la Casa de Bolsa 

Fecha de Ajuste a perfil: Corresponde a lo establecido en art¡culo 8 de la Circular de pr cticas de venta, en donde se establece que se deben identificar los Valores o Instrumentos 
financieros derivados de la cartera que se recibe de otras Entidades Financieras o que no se hubieran producido por el servicio de Asesor¡a de inversiones realizada por la propia Entidad Financiera. Esta fecha se establece por pol¡tica interna por lo que deber  ser parametrizable y tener su respectivo mantenimiento. 

Clave promotor: Se refiere a la clave del promotor que tiene asignada la cuenta. 

Nombre del Promotor: Se refiere al nombre del promotor que tiene asignada la cuenta. 

Regional: Se refiere a la regional a la que pertenece el promotor que tiene asignada la cuenta 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente que recibi¢ los t¡tulos provenientes del traspaso.",Cesar Guzm n,Cesar Guzm n,16/02/2015,14/01/2015,03/02/2015,20,08/02/2015,09/02/2015,8,7,33,,No Cumpli¢,No Cumpli¢,33,CICLO4,5,,,,,,,
,Br2,BXMPRJ-1107,Enhancement,Investigating,Medium,Complemeto del reporte Aplicaci¢n de Traspasos GTRAL001,"El reporte que se detalla ya existe en el sistema TAS, se solicita adicionar en el mismo reporte los siguientes campos: 

Tipo de contrato: Discrecional o No discrecional. 

Servicios: Se refiere a todos los servicios de inversi¢n que el cliente tiene contratados con la Casa de Bolsa 

Fecha de Ajuste a perfil: Corresponde a lo establecido en art¡culo 8 de la Circular de pr cticas de venta, en donde se establece que se deben identificar los Valores o Instrumentos 
financieros derivados de la cartera que se recibe de otras Entidades Financieras o que no se hubieran producido por el servicio de Asesor¡a de inversiones realizada por la propia Entidad Financiera. Esta fecha se establece por pol¡tica interna por lo que deber  ser parametrizable y tener su respectivo mantenimiento. 

Clave promotor: Se refiere a la clave del promotor que tiene asignada la cuenta. 

Nombre del Promotor: Se refiere al nombre del promotor que tiene asignada la cuenta. 

Regional: Se refiere a la regional a la que pertenece el promotor que tiene asignada la cuenta 

Perfil de Inversi¢n: Se refiere al perfil de inversi¢n del cliente que recibi¢ los t¡tulos provenientes del traspaso.",Cesar Guzm n,Gerardo Gomez,16/02/2015,14/01/2015,03/02/2015,20,08/02/2015,,8,Sin Fecha,33,,No Cumpli¢,Sin Fecha,33,CICLO4,5,,,,,,,
c,Br3,BXMPRJ-1098,Enhancement,Closed,Medium,Se requiere cambiar el orden para el cierre de mercados,"Se solicito modificar el orden para los cierres de mercados de acuerdo definici¢n hecha en la junta. 

Administrativos 
1.- MD 
2.- MC 
3:- Dr y Cambios 
4.- Caja 

Operativos 
5.- Si 
6.- MD 
7.- Dr_y Cambios 
8.- Caja 

Aperturas 

9.- Caja 
10.- MD 
11.- MC 
12.- SI 
13.- DR y Cambios",Antonio Laija Olmedo,Antonio Laija Olmedo,16/02/2015,13/01/2015,02/02/2015,19,07/02/2015,,-2,Sin Fecha,34,04/02/2015,Cumpli¢,Sin Fecha,22,CICLO4,5,,,,,,,
1,Br2,BXMPRJ-1089,Enhancement,Investigating,Medium,Saldo de chequeras,"En base a la especificaci¢n que se realizo en el JIRA 727, se solicita que el reporte de Chequeras se presente con: 
Saldo Inicial, Cargos, abonos, Saldo Final el Reporte que m s se adecua al  rea de finanzas es: 
""Consolidaci¢n Saldos de Chequeras Terceros (JCTAL003)"" se pide complementarlo con las chequeras 
propias ya que actualmente solo tiene chequeras de terceros. 
",Jocelyn Vazquez,Gerardo Gomez,16/02/2015,12/01/2015,10/02/2015,29,15/02/2015,,0,Sin Fecha,35,,No Cumpli¢,Sin Fecha,35,CICLO4,5,,,,,,,
,Br2,BXMPRJ-1089,Enhancement,Investigating,Medium,Saldo de chequeras,"En base a la especificaci¢n que se realizo en el JIRA 727, se solicita que el reporte de Chequeras se presente con: 
Saldo Inicial, Cargos, abonos, Saldo Final el Reporte que m s se adecua al  rea de finanzas es: 
""Consolidaci¢n Saldos de Chequeras Terceros (JCTAL003)"" se pide complementarlo con las chequeras 
propias ya que actualmente solo tiene chequeras de terceros. 
",Jocelyn Vazquez,Jocelyn Vazquez,16/02/2015,12/01/2015,02/02/2015,20,07/02/2015,,3,Sin Fecha,35,10/02/2015,No Cumpli¢,Sin Fecha,29,CICLO4,5,,,,,,,
c,Br4,BXMPRJ-1065,Enhancement,Closed,High,ADMON.DE CUSTODIA EXTERNA,"En la Regla 6 (Mercado de Capitales), P¢liza 72 se detect¢ que por la Adm¢n. de Custodia Externas, solo presenta la parte de efectivo y no la parte de custodias. 
¨Hay alguna raz¢n de que se presente de esta manera?, independientemente de quien tenga las custodias se debe de realizar como una compra/ venta y a su vez realizar un traspaso f¡sico de t¡tulos a quien este custodiando estas posiciones 
Actualmente la operaci¢n de compra/venta ya est  parame trizado en la P¢liza 1,2. 
Se anexa informaci¢n",Jocelyn Vazquez,Gerardo Gomez,16/02/2015,08/01/2015,02/02/2015,24,07/02/2015,15/01/2015,6,29,39,13/02/2015,No Cumpli¢,No Cumpli¢,36,PruebasD1,5,,,,,,,
,Br4,BXMPRJ-1064,Enhancement,Delivered,Medium,PERFIL DE USUARIO TESORERO,"Tesorer¡a debe de tener en su perfil habilitadas las opciones para sobregirar contratos de clientes de Casa de Bolsa, sin que se marque en el alta del cliente que puede operar sobregiros, ya que esto solo es una captura por excepci¢n autorizada por un funcionario facultado. 
se adjunta documento. 
",Isela Mart¡nez,Ivan Torres,16/02/2015,08/01/2015,02/02/2015,24,07/02/2015,05/02/2015,-3,-1,39,03/02/2015,Cumpli¢,Cumpli¢,26,"CICLO4, PruebasD3",5,,,,,,,
c,Br4,BXMPRJ-1064,Enhancement,Closed,Medium,PERFIL DE USUARIO TESORERO,"Tesorer¡a debe de tener en su perfil habilitadas las opciones para sobregirar contratos de clientes de Casa de Bolsa, sin que se marque en el alta del cliente que puede operar sobregiros, ya que esto solo es una captura por excepci¢n autorizada por un funcionario facultado. 
se adjunta documento. 
",Isela Mart¡nez,Isela Mart¡nez,16/02/2015,08/01/2015,02/02/2015,24,07/02/2015,05/02/2015,-1,1,39,06/02/2015,Cumpli¢,No Cumpli¢,28,"CICLO4, PruebasD3",5,,,,,,,
1,Br3,BXMPRJ-1004,Enhancement,In Progress,Medium,Venta sin Posicion Fecha Valor,"Antecedentes 
Casa de Bolsa opera por cuenta propia ventas fecha valor sin posici¢n, mismas que son cubiertas con operaciones de compra antes de la fecha de liquidaci¢n e incluso hasta la fecha de liquidaci¢n. 

INCIDENCIA 
TAS no permite hacer este tipo de operaciones. 

",Agustin Gutierrez,Ever Hernandez,16/02/2015,04/12/2014,06/02/2015,63,11/02/2015,,5,Sin Fecha,74,,No Cumpli¢,Sin Fecha,74,ciclo4,5,,,,,,,
1,Br4,BXMPRJ-983,Enhancement,Delivered,Medium,Carga de posici¢n por tipo de servicio (Layout) PV,"Layout para cargar la posici¢n de mercado de dinero, capitales y sociedades de inversi¢n por tipo de servicio para pr cticas de venta.",Mercedes Malfavon,Francisco Morales L¢pez,16/02/2015,27/11/2014,02/02/2015,66,07/02/2015,,9,Sin Fecha,81,,No Cumpli¢,Sin Fecha,81,SCPC,5,,,,,,,
1,Br4,BXMPRJ-950,Enhancement,Client Response Provided,Medium,cliente conservador por comercializacion reporto privado,permite compra cliente conservador por comercializacion en reporto privado,Azucena Gudi¤o,Irma Aguilar,16/02/2015,18/11/2014,16/02/2015,90,21/02/2015,,-4,Sin Fecha,90,,No Cumpli¢,Sin Fecha,90,"Broker, CICLO4, Gap, OutScope, PruebasD3",5,,,,,,,
,Br4,BXMPRJ-950,Enhancement,Client Response Provided,Medium,cliente conservador por comercializacion reporto privado,permite compra cliente conservador por comercializacion en reporto privado,Azucena Gudi¤o,Gerardo Gomez,16/02/2015,18/11/2014,09/02/2015,83,14/02/2015,05/02/2015,2,11,90,16/02/2015,No Cumpli¢,No Cumpli¢,90,"Broker, CICLO4, Gap, OutScope, PruebasD3",5,,,,,,,
